"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainCoPolar) []","dB(GainCrossPolar) []"
26.22,90,150,-9.7657744973904,-37.1242334628124
26.22,90,152,-9.27291987591109,-37.4508044472272
26.22,90,154,-7.99728956658745,-36.8951732420669
26.22,90,156,-6.89278407942845,-35.5123127862334
26.22,90,158,-6.31265490513576,-33.9410397824511
26.22,90,160,-6.32073645431766,-32.8141271459608
26.22,90,162,-6.95220734230681,-32.5030872507328
26.22,90,164,-8.3203972856269,-33.2752114665189
26.22,90,166,-10.7127128847931,-35.5317461291416
26.22,90,168,-14.8208113564448,-40.215843222619
26.22,90,170,-21.3234079597501,-45.9270490135978
26.22,90,172,-18.0462123293249,-39.6793975032523
26.22,90,174,-12.6659073515736,-35.4524115357924
26.22,90,176,-9.59847834306226,-33.435456744119
26.22,90,178,-7.79958639604124,-32.7483375890217
26.22,90,180,-6.78658406490345,-33.0208171868294
