"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainCoPolar) []","dB(GainCrossPolar) []"
25.65,0,-46,3.56873921237776,-13.6669749288093
25.65,0,-44,3.79052505241909,-14.6092472948938
25.65,0,-42,4.02170203800379,-15.8105790268037
25.65,0,-40,4.2271746193431,-17.3002996694987
25.65,0,-38,4.38348436474497,-18.9814479577414
25.65,0,-36,4.48924031510061,-20.4752260763417
25.65,0,-34,4.56500888566406,-21.1223335477569
25.65,0,-32,4.64331839029493,-20.6461975245725
25.65,0,-30,4.75286093235395,-19.5257094570785
25.65,0,-28,4.90491950758371,-18.290825543675
25.65,0,-26,5.09028127660631,-17.1902569853716
25.65,0,-24,5.28789949739208,-16.3114656951376
25.65,0,-22,5.47831152554872,-15.6815889360951
25.65,0,-20,5.65344973947117,-15.301694282503
25.65,0,-18,5.81893397185426,-15.1573337059789
25.65,0,-16,5.98947850686001,-15.2270740115509
25.65,0,-14,6.18048643076172,-15.4955146861489
25.65,0,-12,6.39977812913806,-15.9681467775068
25.65,0,-10,6.64283641547979,-16.6815210408715
25.65,0,-8,6.89295390445324,-17.709107868884
25.65,0,-6,7.12535835963523,-19.1775381633708
25.65,0,-4,7.31317900377702,-21.3247834816557
25.65,0,-2,7.43326237856257,-24.689290764115
25.65,0,0,7.4706409048938,-30.8720182384913
25.65,0,2,7.42120021795943,-36.1896799216415
25.65,0,4,7.29246297091687,-26.9986903738709
25.65,0,6,7.10238774133241,-22.2810920016862
25.65,0,8,6.87592845785247,-19.4671077460632
25.65,0,10,6.63934059868196,-17.6333426038483
25.65,0,12,6.41330095793435,-16.3894142278299
25.65,0,14,6.20738054956223,-15.5247432406636
25.65,0,16,6.01871026805963,-14.929568021653
25.65,0,18,5.83578991890337,-14.5733162763485
25.65,0,20,5.64564874310211,-14.484332865601
25.65,0,22,5.44122846255872,-14.7221810683816
25.65,0,24,5.22624254025526,-15.3489125987394
25.65,0,26,5.01551788082018,-16.3994240903695
25.65,0,28,4.82953805494757,-17.8343990133015
25.65,0,30,4.68397515621712,-19.4353724828778
25.65,0,32,4.57905934458637,-20.6426544275809
25.65,0,34,4.49616441280361,-20.7522521327814
25.65,0,36,4.40520592979602,-19.7875019283956
25.65,0,38,4.27879766380662,-18.4207943220229
25.65,0,40,4.10542187569489,-17.1195815247202
25.65,0,42,3.8958401035196,-16.0234640117241
25.65,0,44,3.67998265698728,-15.1237425512139
25.65,0,46,3.49398849858497,-14.3772387568311
25.65,0,48,3.36173512461635,-13.7471648661676
25.65,0,50,3.28117981357878,-13.2018747377786
25.65,0,52,3.22479136459451,-12.7069754143053
25.65,0,54,3.1526090044381,-12.2349817703504
25.65,0,56,3.02787282563332,-11.783521868352
25.65,0,58,2.82727461324298,-11.3766076981753
25.65,0,60,2.54439657676662,-11.0450215165295
25.65,0,62,2.18821603714932,-10.8063730671635
25.65,0,64,1.77851384413944,-10.6602352314939
25.65,0,66,1.33947160121028,-10.595849343935
25.65,0,68,0.893066143611794,-10.6017229088104
25.65,0,70,0.454467569021449,-10.6692964340456
25.65,0,72,0.0311397572991736,-10.7900244439661
25.65,0,74,-0.374571587449611,-10.950329724964
25.65,0,76,-0.761449710661746,-11.1290534648384
25.65,0,78,-1.12643368867299,-11.2992109858496
25.65,0,80,-1.46398445904364,-11.4332729071424
25.65,0,82,-1.76770119279148,-11.5099141125075
25.65,0,84,-2.0331165462409,-11.519745487463
25.65,0,86,-2.26021793383866,-11.4676976554182
25.65,0,88,-2.45447452720556,-11.3708141945515
25.65,0,90,-2.62589268460367,-11.2521479631896
25.65,0,92,-2.7864775611668,-11.1330189885306
25.65,0,94,-2.94695403316233,-11.0260093038449
25.65,0,96,-3.11356990376023,-10.9302415915154
25.65,0,98,-3.28560857921643,-10.8300962691091
25.65,0,100,-3.45431542742949,-10.6990276164561
25.65,0,102,-3.60437042541879,-10.5100403297106
25.65,0,104,-3.7192075427845,-10.2510840522051
25.65,0,106,-3.79019388329838,-9.93772841994559
25.65,0,108,-3.82656500314481,-9.61410278248682
25.65,0,110,-3.86059274732251,-9.34096840390343
25.65,0,112,-3.94451225797667,-9.17854024978208
25.65,0,114,-4.14126110500223,-9.17127754484402
25.65,0,116,-4.51420609625647,-9.33553990870198
25.65,0,118,-5.11917715424262,-9.64772372112584
25.65,0,120,-5.99863439067178,-10.0353250282548
25.65,0,122,-7.1766063519219,-10.3870126098478
25.65,0,124,-8.65647640607622,-10.6039388064
25.65,0,126,-10.4341157320526,-10.6730895911129
25.65,0,128,-12.5538073569707,-10.6859660888685
25.65,0,130,-15.2392919343548,-10.7785298634383
25.65,0,132,-19.1744266983462,-11.0627970814983
25.65,0,134,-26.593250075166,-11.5967166938524
25.65,0,136,-29.2564586711038,-12.3778750550753
25.65,0,138,-20.8383179690927,-13.3391978143022
25.65,0,140,-17.1569386888759,-14.3458456676444
25.65,0,142,-15.4790769925374,-15.2122649869557
25.65,0,144,-15.0528785518574,-15.7596812270625
25.65,0,146,-15.5844958257456,-15.9014590441713
25.65,0,148,-16.8909512891249,-15.6929781792629
25.65,0,150,-18.6440871396052,-15.2812295359694
25.65,0,152,-19.8487046281667,-14.7895360371065
25.65,0,154,-19.1871810492621,-14.2511008425473
25.65,0,156,-17.2860101332786,-13.6474101049981
25.65,0,158,-15.4210008542089,-13.0005420062067
25.65,0,160,-13.9965596956124,-12.4101774689136
25.65,0,162,-12.9917172626198,-12.003537359526
25.65,0,164,-12.2755874449034,-11.8759432150461
25.65,0,166,-11.7014568346722,-12.0747236222672
25.65,0,168,-11.146464853842,-12.6160481498386
25.65,0,170,-10.5381930633601,-13.5158892360631
25.65,0,172,-9.87224592247266,-14.8299844560389
25.65,0,174,-9.20990893748786,-16.7100100215317
25.65,0,176,-8.64617760870979,-19.5200901661523
25.65,0,178,-8.26525503100889,-24.267304335881
25.65,0,180,-8.11032543112981,-35.5902271776516
25.87,0,-180,-6.93038063005831,-34.0087699111791
25.87,0,-178,-7.09802508740471,-29.23350187328
25.87,0,-176,-7.54776440599681,-22.3715699102784
25.87,0,-174,-8.2081403121272,-18.8169817815984
25.87,0,-172,-8.99844267008387,-16.6826687940913
25.87,0,-170,-9.84921746266569,-15.3872542093345
25.87,0,-168,-10.7219059229804,-14.6638495722624
25.87,0,-166,-11.6207300019531,-14.3434878075719
25.87,0,-164,-12.5930900679982,-14.2838467749056
25.87,0,-162,-13.7136011593969,-14.3442002991316
25.87,0,-160,-15.046416576532,-14.3978284748164
25.87,0,-158,-16.5841429421541,-14.3787388798444
25.87,0,-156,-18.1628654612765,-14.3159324933623
25.87,0,-154,-19.3846532249955,-14.3023741014653
25.87,0,-152,-19.7370642383049,-14.4231024146889
25.87,0,-150,-19.0997418028492,-14.7010799135614
25.87,0,-148,-17.966683806569,-15.075795282116
25.87,0,-146,-16.9428214430733,-15.4088770827364
25.87,0,-144,-16.4084299205136,-15.5314572831065
25.87,0,-142,-16.5708171220506,-15.3372264394117
25.87,0,-140,-17.6003604476979,-14.8470590427137
25.87,0,-138,-19.7608922876153,-14.1745928856078
25.87,0,-136,-23.329840101662,-13.451971870062
25.87,0,-134,-24.8782759276183,-12.7894254282094
25.87,0,-132,-19.9936758113378,-12.2595278641504
25.87,0,-130,-15.5188931430408,-11.8815945792756
25.87,0,-128,-12.2591610099831,-11.6089378874364
25.87,0,-126,-9.80924051145233,-11.339919343318
25.87,0,-124,-7.92380890991062,-10.9728498560092
25.87,0,-122,-6.47076432184823,-10.480366946005
25.87,0,-120,-5.37528875088786,-9.92817388664869
25.87,0,-118,-4.5883808495208,-9.41975887525466
25.87,0,-116,-4.06777608698859,-9.03631662463079
25.87,0,-114,-3.76616462813975,-8.81569164843617
25.87,0,-112,-3.6254766491105,-8.75754106986496
25.87,0,-110,-3.57815481239552,-8.83421103967937
25.87,0,-108,-3.55672558874986,-9.00049249047738
25.87,0,-106,-3.50935660041785,-9.20397895368138
25.87,0,-104,-3.41261615467582,-9.39822832600179
25.87,0,-102,-3.27176777276074,-9.55607667465314
25.87,0,-100,-3.10845592984498,-9.67597261160134
25.87,0,-98,-2.94523472137615,-9.77696460449316
25.87,0,-96,-2.7955085758705,-9.88626725172324
25.87,0,-94,-2.66067216941934,-10.0273931618251
25.87,0,-92,-2.53206534084488,-10.2134785094911
25.87,0,-90,-2.39508191981475,-10.4455528094776
25.87,0,-88,-2.23378788719678,-10.713563477931
25.87,0,-86,-2.03506181531116,-10.9984516853929
25.87,0,-84,-1.791451914107,-11.2746368275036
25.87,0,-82,-1.50211545329622,-11.5129725863413
25.87,0,-80,-1.17168068321011,-11.684452684635
25.87,0,-78,-0.807542527570942,-11.7647772989435
25.87,0,-76,-0.416654751118919,-11.7394297819931
25.87,0,-74,-0.00314058262797633,-11.6082449871728
25.87,0,-72,0.432010434384212,-11.3879038643781
25.87,0,-70,0.88843548369071,-11.1109837541636
25.87,0,-68,1.36169912644527,-10.8213885824931
25.87,0,-66,1.83883173954114,-10.5674300192384
25.87,0,-64,2.29728957745642,-10.3944278769717
25.87,0,-62,2.70886505072727,-10.3382417909608
25.87,0,-60,3.04709130784281,-10.420396865755
25.87,0,-58,3.29502200936232,-10.645216405287
25.87,0,-56,3.45079526434131,-10.9998479683429
25.87,0,-54,3.52958788027594,-11.4588263506803
25.87,0,-52,3.56100555101026,-11.9947080310545
25.87,0,-50,3.58103699291987,-12.5938780713967
25.87,0,-48,3.61928678690233,-13.2720278589104
25.87,0,-46,3.68624937759937,-14.0807616678494
25.87,0,-44,3.76856606062303,-15.0992444285241
25.87,0,-42,3.83688314624923,-16.4086087101682
25.87,0,-40,3.8624311928979,-18.0379261294356
25.87,0,-38,3.83343478680758,-19.8359574135493
25.87,0,-36,3.76416433053897,-21.2446660873735
25.87,0,-34,3.69301572573326,-21.4714518341287
25.87,0,-32,3.66897210890608,-20.5432135874311
25.87,0,-30,3.73113019073184,-19.1921751759846
25.87,0,-28,3.89292353413706,-17.8841114293738
25.87,0,-26,4.14163475050393,-16.7729950248766
25.87,0,-24,4.45132029826233,-15.9058689319396
25.87,0,-22,4.79731445749499,-15.3018411350245
25.87,0,-20,5.16340677662026,-14.963920762072
25.87,0,-18,5.54129207654805,-14.8770972578363
25.87,0,-16,5.9265151813785,-15.0120091200402
25.87,0,-14,6.31469436089738,-15.3399276237624
25.87,0,-12,6.69930251354436,-15.8541051308892
25.87,0,-10,7.07052033872404,-16.5842595179193
25.87,0,-8,7.41465381074158,-17.5992247862139
25.87,0,-6,7.71440159244154,-19.015460835872
25.87,0,-4,7.95049748987961,-21.0481991525778
25.87,0,-2,8.10465306116927,-24.1871268814923
25.87,0,0,8.16301102324173,-29.9573154580594
25.87,0,2,8.1191245755955,-41.1193117729173
25.87,0,4,7.97572711814054,-28.3551422326471
25.87,0,6,7.74481388464422,-22.9127438832477
25.87,0,8,7.44565835118761,-19.8301004037638
25.87,0,10,7.10068210743679,-17.8627397702822
25.87,0,12,6.73004900382643,-16.5430863918727
25.87,0,14,6.34716411470357,-15.625249168082
25.87,0,16,5.95756245124778,-14.9762598008197
25.87,0,18,5.56200903140827,-14.5505390276189
25.87,0,20,5.16217079972148,-14.3693966324536
25.87,0,22,4.76609093865931,-14.4914085817451
25.87,0,24,4.39122399326726,-14.9818287327012
25.87,0,26,4.06352278118355,-15.8862097307484
25.87,0,28,3.81137701838171,-17.2000763527225
25.87,0,30,3.6546815731175,-18.8032994820889
25.87,0,32,3.59343460420202,-20.301687530573
25.87,0,34,3.60376870376989,-20.9331936030997
25.87,0,36,3.6459567791493,-20.282875571709
25.87,0,38,3.68017979618755,-18.934567532303
25.87,0,40,3.68121938815229,-17.5563701692378
25.87,0,42,3.64590494266155,-16.3911772375612
25.87,0,44,3.5914240534632,-15.4449260259002
25.87,0,46,3.54507051708573,-14.6622006611887
25.87,0,48,3.52872774540841,-13.9929255530117
25.87,0,50,3.54534851935089,-13.3988578257344
25.87,0,52,3.5753155782268,-12.8480883126515
25.87,0,54,3.5841817351801,-12.3248836897348
25.87,0,56,3.53562028472415,-11.8429159494922
25.87,0,58,3.40231824561092,-11.4379272702676
25.87,0,60,3.17173057896751,-11.1432188082637
25.87,0,62,2.84716096594964,-10.9707256667798
25.87,0,64,2.44545968764933,-10.9092984057312
25.87,0,66,1.99222612882667,-10.9351875089129
25.87,0,68,1.51541901091735,-11.0240913434713
25.87,0,70,1.03905514004344,-11.1569320296722
25.87,0,72,0.57926557245835,-11.3181385461471
25.87,0,74,0.144156450337553,-11.4908554866916
25.87,0,76,-0.263155403401408,-11.6542045820775
25.87,0,78,-0.64061812751543,-11.7845844163362
25.87,0,80,-0.984720901711732,-11.8599960759247
25.87,0,82,-1.29043533151581,-11.8654434517323
25.87,0,84,-1.55331226801791,-11.7976078288748
25.87,0,86,-1.77248133646074,-11.6669921908334
25.87,0,88,-1.95295486099327,-11.496050335611
25.87,0,90,-2.10599590523638,-11.3133977182267
25.87,0,92,-2.2472359741528,-11.1461061730021
25.87,0,94,-2.39315628768304,-11.0125069358434
25.87,0,96,-2.5569231927234,-10.9168961311589
25.87,0,98,-2.74442647430805,-10.8467525415143
25.87,0,100,-2.95126765984571,-10.7737208616026
25.87,0,102,-3.16188453413764,-10.6609454736329
25.87,0,104,-3.35277737963656,-10.478325207559
25.87,0,106,-3.50152528900832,-10.2210182056765
25.87,0,108,-3.60006344290827,-9.91948542748521
25.87,0,110,-3.6656208187579,-9.63274920402571
25.87,0,112,-3.74192688651231,-9.42967426398047
25.87,0,114,-3.89025144253556,-9.36956730591835
25.87,0,116,-4.17731351850647,-9.48739641071968
25.87,0,118,-4.66698497744505,-9.78133273671109
25.87,0,120,-5.41754875979559,-10.200480191986
25.87,0,122,-6.48267264908439,-10.6417794015719
25.87,0,124,-7.91445964113475,-10.9817302848459
25.87,0,126,-9.77058316342677,-11.1536879284339
25.87,0,128,-12.1362337416858,-11.2078340851298
25.87,0,130,-15.1917791540528,-11.2784917592277
25.87,0,132,-19.4110355232471,-11.500405697933
25.87,0,134,-26.0583872872659,-11.955299269792
25.87,0,136,-29.3073387861733,-12.6564797577143
25.87,0,138,-22.9504003522253,-13.5441432956012
25.87,0,140,-19.6929167154497,-14.4828276312856
25.87,0,142,-18.3923594869745,-15.2798335687276
25.87,0,144,-18.4461332637485,-15.7513318245379
25.87,0,146,-19.6170087243994,-15.8210961461979
25.87,0,148,-21.7477471554406,-15.5674542753084
25.87,0,150,-24.516787218722,-15.1546880991033
25.87,0,152,-26.5889730049236,-14.7110395237477
25.87,0,154,-25.4133294767659,-14.2633267945947
25.87,0,156,-22.2994897544806,-13.7708462771463
25.87,0,158,-19.4676727857995,-13.2229250534663
25.87,0,160,-17.319444168119,-12.6987786560727
25.87,0,162,-15.7139749394347,-12.3285265861455
25.87,0,164,-14.4168869489773,-12.222141018792
25.87,0,166,-13.2163597128798,-12.4399622786405
25.87,0,168,-11.9888970126792,-13.0044320168172
25.87,0,170,-10.7236346079026,-13.9307850786896
25.87,0,172,-9.49690749510667,-15.2677227491382
25.87,0,174,-8.4208334554105,-17.1526908273503
25.87,0,176,-7.59711053728046,-19.9191365600557
25.87,0,178,-7.09204857313064,-24.4598262525204
25.87,0,180,-6.93038063005831,-34.0087699111791
26.22,0,-180,-6.78658406490346,-33.0208171868293
26.22,0,-178,-7.06610943617641,-32.0968228174092
26.22,0,-176,-7.731389587148,-25.0541458856276
26.22,0,-174,-8.71874288308441,-21.2477937568115
26.22,0,-172,-9.94680332246741,-18.9633143533249
26.22,0,-170,-11.3282012482578,-17.5762212581251
26.22,0,-168,-12.7925921790564,-16.789361088123
26.22,0,-166,-14.3195411120804,-16.4070522998978
26.22,0,-164,-15.9688511356722,-16.2629742609384
26.22,0,-162,-17.8855243665372,-16.2024452342149
26.22,0,-160,-20.2643983130733,-16.1079531865679
26.22,0,-158,-23.2632475688183,-15.948952920915
26.22,0,-156,-26.7341464452683,-15.79360365466
26.22,0,-154,-29.2731991521836,-15.7510868861497
26.22,0,-152,-28.4536294959758,-15.8960643372157
26.22,0,-150,-25.5881032367626,-16.2237103689642
26.22,0,-148,-22.8074235436079,-16.6354198333015
26.22,0,-146,-20.7303210691743,-16.9561393418856
26.22,0,-144,-19.4141754808792,-17.0091941183442
26.22,0,-142,-18.7549032041381,-16.727992017098
26.22,0,-140,-18.6073357368361,-16.1888767863789
26.22,0,-138,-18.7946972220952,-15.5307464792629
26.22,0,-136,-18.9330908193254,-14.8758966473756
26.22,0,-134,-18.2248759416216,-14.3073122603418
26.22,0,-132,-16.2499089919443,-13.8639451465604
26.22,0,-130,-13.7283409220068,-13.5274119852544
26.22,0,-128,-11.3858279778549,-13.2159324970113
26.22,0,-126,-9.45673295627069,-12.8206969165537
26.22,0,-124,-7.94516621308074,-12.2875938243397
26.22,0,-122,-6.79972315340872,-11.6680056228296
26.22,0,-120,-5.96861686390671,-11.0762553788356
26.22,0,-118,-5.40750931460448,-10.6134461880452
26.22,0,-116,-5.07097795943213,-10.3314029290841
26.22,0,-114,-4.90125375300975,-10.2348686047164
26.22,0,-112,-4.82331067872037,-10.2945111189664
26.22,0,-110,-4.75390673205824,-10.4582625924585
26.22,0,-108,-4.62593288691537,-10.6621362970267
26.22,0,-106,-4.41399894778855,-10.845259305832
26.22,0,-104,-4.13870289800698,-10.9685211462505
26.22,0,-102,-3.84545638445287,-11.0271146338566
26.22,0,-100,-3.57747179986143,-11.0470301266796
26.22,0,-98,-3.36030145428843,-11.0682868301712
26.22,0,-96,-3.19931763485611,-11.127386504613
26.22,0,-94,-3.08397230865773,-11.2474773911725
26.22,0,-92,-2.99398817280335,-11.4361594596028
26.22,0,-90,-2.90546293485929,-11.6872350316447
26.22,0,-88,-2.79617915961676,-11.9835426867577
26.22,0,-86,-2.64950061198387,-12.2998259402918
26.22,0,-84,-2.45613858541706,-12.6057184619366
26.22,0,-82,-2.21347778569518,-12.8691711042965
26.22,0,-80,-1.92301060611521,-13.0602903424835
26.22,0,-78,-1.58716375010995,-13.1551524262889
26.22,0,-76,-1.20699870401861,-13.1392541935548
26.22,0,-74,-0.781995473657684,-13.010712783947
26.22,0,-72,-0.312512279016717,-12.7831617380741
26.22,0,-70,0.195628606653747,-12.4871368347924
26.22,0,-68,0.726584836706114,-12.1680226990764
26.22,0,-66,1.25304205189146,-11.8798794115427
26.22,0,-64,1.739719500131,-11.6767637852171
26.22,0,-62,2.15085109048305,-11.6041701188029
26.22,0,-60,2.45869188754987,-11.6924008735396
26.22,0,-58,2.65031767137119,-11.9525568682709
26.22,0,-56,2.73117682105201,-12.3757562731043
26.22,0,-54,2.72439440011617,-12.9370713550015
26.22,0,-52,2.6647161968793,-13.6061121341343
26.22,0,-50,2.58684287149235,-14.3642013053288
26.22,0,-48,2.51123577259311,-15.223220632469
26.22,0,-46,2.43454670476694,-16.2368929972628
26.22,0,-44,2.3314161112897,-17.4955549624881
26.22,0,-42,2.16780623539992,-19.0946390491749
26.22,0,-40,1.9196412636685,-21.0392327893211
26.22,0,-38,1.58988966430028,-22.9651157198276
26.22,0,-36,1.21937457365233,-23.8227256243018
26.22,0,-34,0.886160885691302,-23.0272960851048
26.22,0,-32,0.686961554274251,-21.4993257667313
26.22,0,-30,0.701660196998082,-20.0069703330259
26.22,0,-28,0.960898240129599,-18.7338366613435
26.22,0,-26,1.44099539305881,-17.6875651752562
26.22,0,-24,2.08432601782711,-16.8758264866704
26.22,0,-22,2.82323604556611,-16.3249246837788
26.22,0,-20,3.59519454961672,-16.0568001934539
26.22,0,-18,4.35060140376979,-16.0679712399458
26.22,0,-16,5.05633868969523,-16.3237998601963
26.22,0,-14,5.69559387486233,-16.7733884477401
26.22,0,-12,6.26409238361017,-17.3809205505229
26.22,0,-10,6.76396048453447,-18.1517824012591
26.22,0,-8,7.19727261709988,-19.1349750501929
26.22,0,-6,7.56137244209202,-20.4215014578898
26.22,0,-4,7.84730195961917,-22.1864506634249
26.22,0,-2,8.04140356328467,-24.8329571729187
26.22,0,0,8.12899760433655,-29.5148037853242
26.22,0,2,8.09859076159922,-44.0880927723024
26.22,0,4,7.94535171005067,-32.7545050331494
26.22,0,6,7.67304704285694,-25.6785568669733
26.22,0,8,7.29381272444276,-22.1226026645528
26.22,0,10,6.82525279305527,-19.967895320253
26.22,0,12,6.28514019527981,-18.5650090749886
26.22,0,14,5.68575384778493,-17.5848019217708
26.22,0,16,5.03141212974438,-16.8452210369298
26.22,0,18,4.32201883579893,-16.2790461246983
26.22,0,20,3.56234117684383,-15.9066704043
26.22,0,22,2.77374236391497,-15.794016566312
26.22,0,24,2.00353335859729,-16.0133162562789
26.22,0,26,1.32550844760552,-16.6181967324664
26.22,0,28,0.82408209387359,-17.6310652041718
26.22,0,30,0.561329953541356,-19.0272821165285
26.22,0,32,0.545074869058056,-20.6609377176033
26.22,0,34,0.724720952082361,-22.0385163376078
26.22,0,36,1.01761969850883,-22.2889499157685
26.22,0,38,1.3424213969791,-21.2726120431886
26.22,0,40,1.64037815812313,-19.8294675876857
26.22,0,42,1.88255678347355,-18.5197118270204
26.22,0,44,2.06762515697726,-17.4453777180853
26.22,0,46,2.21338910084021,-16.5486680084589
26.22,0,48,2.34373094663107,-15.7601752340735
26.22,0,50,2.47411609608045,-15.0319647635533
26.22,0,52,2.6015243506027,-14.3392309174484
26.22,0,54,2.70390834688561,-13.6881971579929
26.22,0,56,2.74868852510333,-13.1175124926094
26.22,0,58,2.70459409966083,-12.677312483651
26.22,0,60,2.55116641124463,-12.4007637552924
26.22,0,62,2.28363340217282,-12.289343894252
26.22,0,64,1.91347752366628,-12.3157736270107
26.22,0,66,1.46561709489064,-12.4370611760392
26.22,0,68,0.972908986335584,-12.6088101658492
26.22,0,70,0.468970361358085,-12.7943775580139
26.22,0,72,-0.0187011944521242,-12.9670884057453
26.22,0,74,-0.472753141868138,-13.1083493430662
26.22,0,76,-0.885675880194306,-13.2051971875906
26.22,0,78,-1.25605881415603,-13.2483090867045
26.22,0,80,-1.58401153393689,-13.2303847972864
26.22,0,82,-1.86826528703449,-13.1461175845945
26.22,0,84,-2.10614582441157,-12.9951883833261
26.22,0,86,-2.29610429203238,-12.7869628035625
26.22,0,88,-2.44132063964882,-12.5428409631958
26.22,0,90,-2.55235635770181,-12.2933269387405
26.22,0,92,-2.64727997677573,-12.0708752775054
26.22,0,94,-2.74896551418584,-11.9019311993731
26.22,0,96,-2.88046249881093,-11.8005526618407
26.22,0,98,-3.05966009583834,-11.7639550443452
26.22,0,100,-3.29410872584737,-11.7698882744077
26.22,0,102,-3.5767458681879,-11.7776096264091
26.22,0,104,-3.88417263018,-11.7368316953156
26.22,0,106,-4.18072443244151,-11.6077404147986
26.22,0,108,-4.43135728606383,-11.385247907278
26.22,0,110,-4.62066300109032,-11.1099235918157
26.22,0,112,-4.76662555527435,-10.8553134532956
26.22,0,114,-4.91842622407242,-10.7019299849661
26.22,0,116,-5.14157829280339,-10.7142457906818
26.22,0,118,-5.50382543540889,-10.9253423479083
26.22,0,120,-6.07032724838718,-11.3241537538164
26.22,0,122,-6.90663085900928,-11.8429470523384
26.22,0,124,-8.08325427471649,-12.3590344318669
26.22,0,126,-9.67602706103258,-12.7428570337008
26.22,0,128,-11.7558631723276,-12.9507745676736
26.22,0,130,-14.3497064346086,-13.0699344399238
26.22,0,132,-17.3044642853988,-13.2531327977807
26.22,0,134,-19.9303880236157,-13.62471981965
26.22,0,136,-21.0517876268028,-14.2332195098085
26.22,0,138,-20.7862768626061,-15.0386554464997
26.22,0,140,-20.4203219230878,-15.9107794253829
26.22,0,142,-20.7960236284669,-16.6499884504683
26.22,0,144,-22.42217993151,-17.0630217834834
26.22,0,146,-25.9591677974401,-17.0777816319058
26.22,0,148,-32.9496255586532,-16.7925154736122
26.22,0,150,-38.8237745217897,-16.3929116496871
26.22,0,152,-34.270444383022,-16.0211858711093
26.22,0,154,-35.9270764267501,-15.7047428309919
26.22,0,156,-37.9361306240677,-15.3769977047268
26.22,0,158,-28.8674290233959,-14.9777672257722
26.22,0,160,-23.6148902669016,-14.5508097820578
26.22,0,162,-20.3496745517191,-14.2304163594806
